	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8
2275	8.343180829	8.623769581	9.321775477	8.056507122	9.073162561	9.511697316	9.41678423	9.833695294
9457	4.68080255	7.429855278	4.875775149	1.567837462	6.728164059	4.353273883	4.310878122	4.946267664
29109	8.452634144	8.985028734	9.050518567	8.636104722	8.877055861	9.630768932	8.491154422	8.592544493
80206	4.856318451	8.13442632	7.267350393	4.580193734	6.025863774	5.737048547	6.429210882	6.815475523
2271	10.69617391	10.66520897	9.8832304	9.52568484	10.70175358	10.42346934	10.0104523	9.601566346
84929	3.019737492	0	5.298999156	2.301382787	2.196669988	9.781160509	6.476955152	6.661830818
387758	6.574828124	9.175282319	8.674069713	6.1243757	7.293830266	7.141462424	8.953452956	7.616765691
9158	9.889574081	9.983604452	9.733660406	10.89983022	10.16529871	10.12768099	9.673972051	10.34531143
11153	4.48094365	5.520359385	7.27125011	5.982160791	6.653082953	5.554014729	6.578931168	6.339082142
9896	8.627082584	8.420519035	7.906734295	8.365225349	7.94555913	8.278601386	8.326624979	8.644468123
2277	1.534061602	3.53756942	1.415866811	2.641314809	3.030071177	0	2.419377085	0.691623493
344018	0	0	0	0	0	0	0	0
63979	9.941961366	7.621454112	7.965688487	8.464851206	8.429313	8.20191757	8.711727192	7.542556774
401720	5.033806201	4.447334539	4.335190239	3.882887553	4.70540292	4.503488672	4.143450564	5.08344316
55137	3.57315636	6.086163831	4.177869967	1.855790416	5.436091862	3.262748844	5.510373332	5.070294863
11259	10.96776259	11.6347092	10.47277338	10.0154899	10.13020154	10.43792702	12.33662898	12.08691586
27145	5.568427393	8.021121563	6.249263286	4.765280131	7.437971736	6.606569554	8.384100331	6.509463079
81608	9.250395779	9.001172558	8.872215915	9.394106157	9.155389506	8.918991405	9.412293983	8.569303102
51024	9.06231009	9.860662567	9.651086681	11.05816143	10.61530989	10.30903859	9.806301177	10.16334576
161247	5.074963484	4.526118904	3.016139703	3.882887553	4.004842924	3.145758961	2.840302086	3.665165342
128486	4.707221069	4.982409536	6.142589067	5.92110304	6.266518587	6.584260519	5.427746949	5.471229739
84922	9.905348342	8.366233027	8.41849863	9.295479448	8.772151901	8.84569515	8.550933747	8.374599168
24147	7.047677975	6.658211483	8.375664174	6.482341702	6.780842874	5.987091163	6.429210882	7.285342105
60681	9.472879667	9.812111829	11.77747733	9.643769986	10.27911966	11.46533279	9.688620466	11.74835171
51303	7.942885101	8.885198207	9.922820893	7.458223676	9.295172222	8.923285883	8.966055197	9.503508747
55033	6.957016116	7.188816296	8.579722475	6.613562593	7.71889175	6.758752217	7.606670222	7.811033609
23307	9.74223431	9.884295089	10.13094618	9.734635282	9.915761539	9.449032854	10.08744693	9.873273994
2282	5.134578283	3.53756942	2.370331702	4.118691953	1.283151339	2.455754622	3.524953799	3.518018899
2280	12.98789976	12.49835569	12.12287422	13.11454124	12.4940455	12.64852768	12.92899352	12.92741897
2281	7.213513513	6.592609521	4.503793943	4.865908919	8.092984361	8.654167703	5.427746949	8.694587377
2286	10.13433621	10.27586318	9.776138706	10.46513139	10.98218347	10.03664866	10.06174677	11.31232471
2287	11.26953359	10.23295929	9.005570938	9.466819393	9.259338405	9.557508504	10.45872096	9.476982685
2288	9.556992427	10.89285257	12.03872818	11.99813851	10.37957634	11.44400373	11.87121125	10.99036397
2289	9.142290638	12.17398937	10.14367185	9.161658969	11.36714268	8.126728733	10.78252356	9.188479063
8468	0.573568424	0.905735978	0	1.60250439	0	1.110296419	0	1.688583227
51661	8.54341043	9.131856961	8.133633904	6.110768297	7.764788675	7.434316305	8.43030702	8.98900159
23770	12.12650722	11.88781897	12.66214741	12.1931338	11.2266172	12.0352327	12.02228222	12.11599234
360132	5.794706975	4.500336798	2.24899016	2.095721922	2.672719509	4.878293743	3.884900689	5.539593106
11328	11.13399852	11.26885226	11.61740373	11.07690616	11.93492074	11.51611884	10.61525903	11.84570848
63943	8.088171815	6.202674343	6.988132495	6.955559246	6.915440828	6.379257054	6.065354736	6.877162638
79147	7.688224428	7.51280129	8.325904448	8.822941694	7.956009011	7.212274583	7.785581937	7.75257199
100131561	1.276198865	0	0.502941568	0	0.779721981	0	0	0
440888	0	0	0	0	0	0	0.44625623	0
83954	0.559736524	0	0	0	0	0	0	0
2218	9.720739838	8.91356114	8.796848525	8.514783081	10.20876756	9.324180547	9.023452478	9.658122383
80308	10.1614597	9.459975191	9.810717825	9.656703543	10.26490079	9.938933677	9.04440095	10.22406054
201163	7.704708767	8.981538171	9.204290892	8.621785592	9.688275316	9.005335981	8.488245057	8.902643428
388698	0	0	0	0	0	0	0	0
2312	0	3.148169452	1.625410777	1.207767938	3.316232649	0	3.00176622	1.157108404
2313	7.362237545	9.199522179	8.366577942	7.735933022	8.115533225	7.090928569	8.980620015	7.822839111
2314	9.808006725	11.15493434	12.14948516	10.57202144	12.07105742	11.90487727	11.60928638	11.15875546
55056	7.062743429	7.685471365	6.784502674	5.649644198	6.745327431	7.069767676	7.344719332	7.78427429
55096	5.59696495	5.298925864	2.370331702	4.063252692	4.269003215	4.639533176	4.201445671	5.481195593
55701	10.0484738	10.957946	9.36621532	10.36695697	9.826816187	10.17789687	9.082516589	9.983642641
286042	3.252809222	3.934110716	1.970632817	3.14706243	2.897550233	5.643048054	2.419377085	3.310092863
54508	4.925458306	5.619509852	3.924099886	0	4.321668386	3.08348571	3.106264556	3.217727042
440101	4.056782926	1.94751655	2.586092169	2.785320372	5.285135851	4.98432503	3.165735108	2.321293169
79667	3.800226917	3.457830651	3.779984563	4.660837368	2.245465239	4.739421494	2.71129666	4.067810784
79857	2.110396654	2.092647217	3.15770668	2.785320372	2.589260133	2.244369544	2.602718163	3.013122762
80094	2.521075871	1.396543134	2.370331702	3.249961039	0	2.455754622	1.666620268	1.913684096
100192386	4.832515371	3.552709054	1.170694234	1.567837462	3.316232649	1.996641829	3.884900689	4.453636098
401237	3.453412221	4.84574595	3.842556518	3.036274735	4.443832055	1.996641829	2.419377085	4.258827933
200058	8.662955284	6.957279682	11.80144376	9.514102332	8.98099951	11.90740664	8.086137818	10.24505088
148231	0	0	0	0	0	0	0	0
401082	0	0	0	0	0	0	0	0
497049	0	0	0.875072301	0	0	0	0	0
400710	5.351091176	0.493852248	0.502941568	2.301382787	0.779721981	1.085084679	0	0.691623493
146512	1.534061602	0.493852248	1.808302667	0	0	1.085084679	0	0.386810946
150538	0	0	0	0	0	0	0	0.386810946
401172	1.942645867	0	0.502941568	0	0.779721981	1.085084679	0	1.157108404
644873	8.300437678	10.59917281	8.587563768	8.270496706	8.620121198	8.72979542	8.649282767	9.152289406
285759	0.961993677	1.153481099	0	0	0	0	0	0.386810946
401491	1.276198865	2.345282818	0.894604374	1.207767938	0	0.493134922	0	0
284131	7.353900183	6.628761932	5.637949262	8.155918187	6.91114987	6.479364773	6.724487932	6.823332844
255031	3.765948401	5.847588586	5.181889694	4.969053764	4.999675357	6.815829005	5.033449432	4.948423303
649446	5.957619809	7.532017666	5.471642703	6.715971597	5.736867307	6.264684671	6.969477469	7.683031791
284124	0	0	0	0	0	0	0	0
168455	8.951047161	9.057549644	11.15917315	9.360163644	8.011166862	8.111208716	9.816485632	9.563373809
730971	2.110396654	1.396543134	1.170694234	1.207767938	3.030071177	0.45817199	0	1.913684096
283011	3.019737492	3.432411614	2.24899016	0.726744042	3.367231263	2.640065583	1.491750501	4.163015606
283521	0.961993677	2.456753591	1.415866811	2.916247324	2.196669988	2.455754622	0	1.656587895
729614	7.560011775	6.257580189	4.242869224	5.104286332	6.190674115	6.214727098	4.958072414	5.667304598
285668	0	0.861002514	0.502941568	0	0.779721981	0	0	0
439931	5.550300443	5.355826777	4.176873254	5.082425842	4.430947583	4.866878313	4.476232614	1.539382179
100130417	0	0	0.875072301	0	0.441908364	0.805457561	0	0
202020	5.866789314	6.802350922	4.503793943	5.378598321	4.469039382	6.353106235	5.427746949	6.783613802
388685	1.942645867	1.94751655	3.346999425	4.063252692	2.196669988	3.654068863	3.222866372	3.067053536
643210	2.110396654	1.94751655	1.170694234	0.726744042	0	1.319213275	2.765365008	1.343464676
645784	2.396734918	6.498056154	2.682955269	2.785320372	5.387507299	1.996641829	5.98507685	3.169235549
163742	0	0	0	0	0	0	0	0
284085	0	0	0	0	0	0	0.44625623	0.943058639
285962	3.683730136	4.045285692	1.415866811	2.785320372	1.951363988	3.961567768	2.979403473	3.119057314
100192420	0	0	0.502941568	0	0	0	0.44625623	0
388182	3.389594344	3.318981991	2.939771953	1.855790416	2.751635103	1.319213275	2.840302086	4.060384665
401105	6.316248943	3.972132008	2.586092169	3.945542159	3.263364986	4.595599137	4.201445671	5.109377277
645644	5.384219079	4.804198152	4.273993228	5.067285916	5.649739031	6.150354549	5.842272392	6.728742284
441094	6.245906325	7.29387072	5.171238858	4.27326224	5.812423778	4.682174366	6.556884593	7.154436377
440556	6.053402453	4.392317423	2.586092169	5.210166738	1.811059948	5.767069445	1.963326148	3.978314629
646113	0.961993677	0	0	0	0.441908364	0	0	0.691623493
378805	6.053402453	6.417680394	5.373460294	4.17207942	5.707483378	6.093596091	6.262134319	5.727158075
389761	0	0	0	0	0	0	0	0
389690	0	0	0	0	0.441908364	0	0	0
347127	0	0	0	0	0	0.805457561	0	0.691623493
643365	0	0	0	0	0.441908364	1.319213275	0	0
389762	0	0	0	0	0	0	0	0
401207	6.324805204	6.770344103	2.586092169	1.567837462	6.419333259	5.716683672	3.33074482	1.157108404
392490	4.175077432	4.244826185	2.939771953	2.481350613	3.030071177	3.317882883	4.974795434	3.310092863
400624	0	1.153481099	1.170694234	0	0	0	0.44625623	0
400242	5.012778716	5.222128332	1.625410777	2.641314809	2.965322548	4.878293743	2.911519023	4.326731478
402483	9.929392462	9.921203333	8.063394003	9.263554424	9.898999453	10.59576294	9.467152701	10.30239
399844	9.185213172	5.809980298	6.528815081	4.990015442	7.077351966	7.324201253	6.694509724	7.659086119
399717	1.752791401	0.493852248	1.170694234	0	0.779721981	1.319213275	2.20929739	0
283102	0.559736524	0	1.415866811	0	1.053319904	0.45817199	2.419377085	0.691623493
389763	0	0	0	0	0	0	0	0
375940	0	0	0	0	0	0	0	0.386810946
440465	8.156871854	9.221389915	7.739439047	9.566129978	8.577442424	9.765754681	6.476955152	9.236342649
2316	12.03707498	14.56251137	14.81140168	13.27752253	14.02978104	14.16071011	15.66188894	14.51945014
2317	11.8110534	11.8524674	13.18645364	11.836062	13.18728999	13.56123551	13.97198986	13.2190091
2318	6.787854251	10.35892027	10.07281432	7.718095806	8.248998696	10.30398344	11.6668689	9.435936067
10211	11.7716339	11.25662993	11.26540419	11.79591075	11.03143566	11.80381049	11.09589094	12.16946159
2319	10.79532182	10.60447762	10.92238757	11.67427641	10.75119305	10.58421616	10.88589843	11.28644768
23769	2.260658014	3.682202464	2.370331702	2.301382787	2.500674601	2.803495708	2.765365008	2.407461527
23768	6.022176921	9.847696627	8.490528415	5.702674164	7.7742672	7.317455125	7.41469961	7.68087075
23767	5.968581554	9.218427376	11.5667325	8.982741509	9.258494192	5.881270614	9.328448745	9.337875188
2321	9.735254761	10.72418315	10.0576509	9.445296734	10.63373416	8.617561866	10.56505856	10.04666267
2323	6.671917481	7.845362084	7.16625047	7.458223676	5.866603883	5.190377815	8.112828343	7.113371288
2322	0.559736524	4.275550936	1.415866811	3.249961039	3.092021337	1.085084679	2.979403473	0
2324	7.307167104	9.360466338	7.989559127	8.376640716	9.361134059	7.612989362	8.754731202	8.716901752
28982	8.563432729	6.938199915	8.090136244	9.991559968	8.779231153	9.143347497	6.879080822	8.339418466
55640	5.299933306	6.980780506	8.0315551	7.187136271	7.58256353	6.927750708	7.61202585	5.451085798
84256	8.921734441	9.208507993	9.158697787	9.643769986	9.238943977	9.633487519	8.937543608	9.62310581
114984	8.075552419	8.306108183	7.383608398	7.458223676	7.476226943	8.538542431	8.204312414	9.220067988
342184	5.494508416	5.583121891	7.679066233	5.44516718	6.668414171	6.743733068	7.576853901	6.599143696
56776	0.961993677	3.854933194	4.210731729	1.567837462	2.196669988	3.018420531	5.132177867	2.638768944
752	7.609873872	9.517500703	10.01444192	9.413784459	8.692237475	7.620216159	10.24644538	8.504652169
114793	9.356689429	10.38205051	10.9005205	10.66921629	10.22398008	9.941129939	10.04699395	10.16770327
91010	8.733399763	10.57813773	10.46959868	10.08670801	10.46817874	9.066537002	9.951072958	9.838452162
2326	4.097298966	6.88438912	6.495859823	3.600852519	4.665210831	3.89062179	7.332734783	6.713475875
2327	6.094012215	7.888246438	6.801162537	5.44516718	7.907299902	7.468215103	9.601781558	8.949163998
2328	8.804271088	9.096795785	5.049343245	4.765280131	6.813390008	5.716683672	6.192344109	7.444083106
2329	7.213513513	6.622798605	5.563566958	5.355706991	6.23253605	6.768679256	5.314051156	7.758730901
2330	9.269624639	7.87826983	5.012537388	5.529402442	7.668948788	8.584224809	3.655168618	7.71505732
388714	0	1.153481099	0	0.726744042	0.441908364	0	1.061707085	0.691623493
116123	0.559736524	0	0	0	1.283151339	0	0	0
2331	10.4943201	11.31025337	11.9220158	9.052016407	11.12447108	10.7449517	11.79952853	11.73669847
158521	0	0	0	0	0	0	0	0
2332	11.0354615	10.56147889	9.605811911	9.20960177	9.528702581	9.441249408	10.73790456	10.80984979
2335	13.72742859	14.52987496	17.11300337	14.82244611	16.0071101	13.48183125	15.8609646	15.59854843
79672	9.724786507	8.298647319	8.81031424	9.67877371	9.177758868	8.668818697	8.475079612	8.855530998
64122	10.01779931	9.519756538	8.91249269	9.572348367	9.840980862	9.651035003	7.182446001	9.783733288
54874	11.08981465	11.64889865	9.710866172	10.43746454	11.34027089	10.66582568	10.02206565	10.39952873
23048	9.607834244	10.51515675	9.440835747	9.237182469	9.084637008	8.717035807	11.53809977	9.223783082
23360	11.23788698	10.57659998	9.068560917	9.275799762	9.70075666	10.59017598	10.05635484	10.37401267
84624	9.853068566	12.26784364	13.59937646	9.72080703	11.696187	9.927902526	10.00027724	12.30828442
22862	11.13703826	11.13648115	10.80622286	10.26161085	11.13921897	11.60710127	10.88506914	11.14491095
64778	11.4893075	11.34959716	12.70792091	12.09655704	11.72595408	10.71124882	11.81208932	12.15485816
64838	6.181410701	6.086163831	7.524254127	5.01944395	6.827117826	5.483438532	6.057526087	7.461808467
252995	4.175077432	4.363998041	4.935982983	1.207767938	3.316232649	4.661014158	5.086741313	3.518018899
163479	0	0	0	0	0.779721981	0	0.786512725	0
54752	1.942645867	4.009167989	2.482228746	4.118691953	4.445494974	2.353916058	0.44625623	3.978314629
96459	8.574237776	10.22215418	9.834637116	8.624182066	9.268590187	8.917720552	9.475256777	9.273378812
57600	8.047394426	9.753967157	10.2561838	9.807708146	9.096020913	9.938384162	9.407574331	9.129498375
2339	9.965407836	10.66702104	10.060471	9.58593524	9.58028891	10.31079328	11.11464207	10.29393312
2342	8.042785492	9.160025687	9.780537471	9.367591446	8.532471258	9.167877728	8.536641984	9.127127928
219595	3.179224394	2.560225822	1.170694234	0.726744042	0	0	0	2.026906266
2346	6.152862819	5.253342631	5.187842951	5.048284147	6.91971787	1.697329024	4.574973403	6.088328199
2348	10.25396776	0.861002514	0	1.207767938	2.196669988	3.08348571	0.44625623	12.09960792
2350	3.882281108	7.139551352	8.266572931	5.569746263	6.898203514	5.610301424	7.167974041	6.114177513
2352	0	0	1.415866811	1.207767938	1.811059948	0	0	2.565694652
390243	0	0	0	0	0	0	0	0
2354	10.82163234	8.885198207	11.72707403	7.281247569	9.042110505	5.872092453	7.123666196	12.94180847
8061	7.602855465	6.598698683	9.910369754	5.355706991	7.845692641	9.020992991	8.285319909	10.15763949
2355	10.6239102	11.11380857	13.38338031	12.13655452	13.01807239	11.0707291	10.78252356	12.03299068
2353	13.03217614	12.01462543	14.2192477	12.30639728	12.90106085	10.75715629	11.4344104	12.40389431
3169	10.22111485	11.12334281	9.376209408	2.481350613	9.572839469	10.10190202	8.35724408	10.65062061
3170	9.790352896	6.610798966	9.560409649	10.64522961	8.820991048	10.79589549	8.103352335	9.403547234
3171	9.486290415	9.356878663	9.933320345	9.431680202	9.39455487	9.249057972	9.035460333	10.13848019
27023	0	0	0.502941568	0	0	0.45817199	1.292663973	0.691623493
442425	0	0	0	0	0	0	0	0
2296	9.896765602	8.29677583	9.328342149	4.367818344	6.990556703	9.247284327	9.55944191	10.70399205
2303	3.252809222	5.507471187	5.563566958	3.249961039	6.621919994	5.050915205	3.954010144	4.678190246
2297	8.966166837	8.072337904	5.35887094	0.726744042	4.623861011	9.298715586	2.091564443	1.343464676
2306	7.016325823	6.478378108	8.817000257	7.468928636	7.229817651	7.623967062	6.025775205	8.250435337
27022	2.932835996	1.786178129	0	0	2.500674601	0.805457561	3.812313384	2.774628947
200350	1.276198865	2.656748048	3.346999425	4.17207942	1.811059948	2.72410452	2.686343643	3.69971819
100036519	2.741596419	4.114908351	1.625410777	2.481350613	1.283151339	1.996641829	1.061707085	2.774628947
286380	0	0.861002514	0	0	0	0.45817199	0	0.691623493
653427	0	1.153481099	0	0.726744042	1.053319904	0	0	0.691623493
653404	2.635545458	3.318981991	0.502941568	1.207767938	1.811059948	3.08348571	1.292663973	2.638768944
2298	1.534061602	4.474079057	1.625410777	5.332446578	2.305299344	4.353273883	4.460880144	5.159891514
2304	0	0	0	0	2.196669988	0.45817199	0	0.386810946
2301	3.735987837	3.195867253	1.808302667	2.095721922	1.481350613	1.085084679	0	4.060384665
2294	9.397820713	9.623433618	7.931592059	7.62065092	9.105439229	8.672788799	9.612509161	10.30695028
2295	8.113084731	8.838367854	6.915228078	2.641314809	7.997068239	7.860478053	8.655780065	10.13926726
2290	0	0	0	1.567837462	0	0	1.292663973	0
8928	4.904151686	4.665597426	2.241382597	3.60785107	3.271410735	7.555578447	1.471135424	7.156023395
2299	0.559736524	3.318981991	3.223607895	4.730112773	0	5.067096572	0	0
399823	0.559736524	2.456753591	0.502941568	0	2.196669988	0	0	0
344167	0	0	0	0	0	0	0	0
2302	8.58318095	1.786178129	8.222935906	0.726744042	9.574874849	8.06965706	0	5.944455559
55810	8.302605569	9.58177698	9.813395299	9.234048108	9.542650597	9.545289244	9.671409263	9.414641267
22887	10.44218816	10.09170525	9.712301379	9.618752003	10.22743484	9.967226259	10.09654993	10.32401038
221937	10.12150192	10.63108427	10.38055003	11.13098896	10.85757697	10.80978316	9.92158703	10.14593953
3607	11.02401626	9.788335466	10.83779734	11.21804219	10.72179439	10.44490845	9.97556026	10.8831007
2300	8.201693646	6.802350922	6.10811459	4.27326224	7.306952102	8.174179182	4.871405058	6.612808061
668	0.559736524	0.493852248	2.24899016	0	1.053319904	0.805457561	0	1.508530069
2305	9.975129307	9.773953316	11.19810324	11.55190745	11.51170483	10.69454341	9.978683578	10.45576469
8456	0.559736524	1.153481099	0.502941568	2.785320372	2.079224489	1.854713823	0	4.006190289
3344	9.27183906	9.522961819	9.450327912	8.035055847	9.111995552	9.478060735	9.889419848	9.505951649
1112	11.13855577	11.43544702	10.68061252	9.519261575	10.55617983	11.02487426	11.12778802	11.08612547
121643	0	0	0	0	0.441908364	0	0	0
2308	9.150737362	10.07269322	10.68683114	10.33512926	9.942740422	9.586559289	9.808926861	9.94905089
2310	9.266296972	9.289783756	9.368037564	8.105354365	8.240475097	9.196711293	8.390347401	9.552779937
2309	11.63575498	11.13360096	10.61114665	9.213506222	9.680734523	11.09878844	10.15916861	11.79729031
4303	8.206331625	7.993660777	8.308929186	8.129171719	7.065818929	8.628505325	7.252705165	9.029467518
27086	11.39646939	10.84050501	10.59022306	10.41064575	10.07038061	10.7524744	10.86670394	11.29229736
93986	3.252809222	7.741879511	3.15770668	1.207767938	4.992061409	4.896514054	6.606023158	6.413836068
50943	6.218525458	6.758209887	7.426351146	6.968743965	7.002058879	5.653478544	8.276831153	6.850614425
116113	13.07836983	11.71327253	11.3638901	11.55625605	11.817051	12.99717124	10.88368595	12.60891724
94234	11.34534592	9.682672135	11.69040435	7.262910419	11.6520402	12.08163586	10.38868013	11.84087865
283150	0	0	0	0	0	0	0	0
139628	0	0	0	0	0	0	0	0
55572	8.502512407	8.926931352	9.025335877	8.650283126	9.256804753	9.195791974	8.127861262	8.582163438
80020	9.710981509	8.84862294	10.0383267	12.37505776	10.03039526	9.150008203	9.000154123	8.646683624
2307	5.582766732	8.279823662	7.207544432	6.314433699	8.135897529	6.887320549	7.518160569	7.247885751
2356	10.12762773	10.57080444	10.7046071	10.84848923	10.91975771	10.56511989	10.3607174	10.46376967
8790	9.116514475	8.798878388	8.12288182	7.902186361	8.5665861	7.959785222	8.251402877	8.348906931
2357	5.299933306	4.886130642	9.926535287	7.380974413	6.293138698	4.353273883	7.459951223	6.048665599
2358	3.92792489	1.396543134	8.656283984	5.210166738	3.720978845	2.878744957	5.610091725	2.774628947
2359	6.610257124	7.156160962	10.19230835	9.101013378	8.352292868	6.918863237	10.73943474	8.496309744
80144	7.016325823	7.088544457	10.37964695	3.882887553	11.87712057	7.948258003	7.825318177	9.584331371
10023	7.052837546	7.463607745	5.961333927	6.151209393	7.038544827	7.455979779	4.680695674	7.090766646
23401	9.546971222	9.908392621	8.898691468	9.325241359	9.326115296	9.754559686	7.742280464	9.319938284
158326	3.019737492	10.81915267	5.892101972	1.207767938	4.53743275	7.334262557	4.051841902	1.508530069
341640	3.389594344	1.786178129	5.120256543	4.321314819	8.352292868	9.095840577	1.491750501	8.658809506
284802	8.691355143	8.335572578	6.617274971	8.652632406	8.675552387	8.028938729	8.015147955	8.087096817
2483	9.549711136	9.427847286	8.465214156	9.121513055	8.655174701	8.584224809	9.937672187	8.644468123
441581	0	0	0.875072301	0	0	0	0	0
100288801	1.534061602	0.861002514	0	0	0	0.45817199	1.292663973	0
448831	0	0	0	0	0	0	0	0
2444	8.055128395	6.658211483	8.276309151	7.821954427	7.386364345	7.878924544	6.295801989	7.253712307
79981	3.629496511	3.376818238	0.502941568	0	3.092021337	7.009554325	0	0.386810946
257019	2.260658014	5.055061133	4.335190239	3.945542159	3.9722607	3.961567768	6.447299821	3.593473293
55691	8.708947983	9.030014052	9.22810438	9.065780701	9.01308004	8.23121686	8.49653585	8.67234684
23150	9.612209645	8.769871556	8.377474313	9.685673542	7.879023216	9.05180602	9.020434694	9.949948219
84978	4.136716384	4.447334539	5.829994126	4.367818344	5.830711673	5.890393186	7.792673833	6.300202448
122786	8.276378018	9.161980115	10.49170171	7.113998391	8.898885817	7.585172878	9.756087078	9.380434657
90167	0.559736524	0	1.625410777	0	0.779721981	0	0	0
83786	9.591085264	9.879927036	10.0041668	10.64168565	11.28973593	10.28681682	9.86214868	10.88989732
22844	4.832515371	3.854933194	0.502941568	0	1.951363988	1.854713823	2.20929739	1.157108404
728798	0	0	0	0	0	0	0	0
143162	0	0	0	0	0	0	0	0
9758	0	0.493852248	0.502941568	0	0	0	0	0.386810946
391059	4.248868755	5.595351482	7.919216714	7.323150261	8.590915595	6.909920678	6.170730281	6.145852687
10818	10.06197137	9.711052428	9.056181128	8.483449012	9.652742278	9.290987847	9.923742108	9.88808445
10817	7.118286003	6.347102215	6.167915852	6.893340366	6.370171257	6.612092955	5.652291445	6.277505009
285527	10.20324387	11.10688337	10.47657894	9.579775264	11.68649269	9.706310381	10.54314785	9.785242547
10129	8.229300951	9.824504228	8.660751103	7.174111753	8.822088312	8.898636755	8.60161927	9.652069294
2487	7.609873872	10.55170826	6.988132495	5.508802589	8.820991048	8.183484529	9.567044932	8.658809506
84075	0	0	0	0	0	0	0	0
6624	9.762279709	10.41390851	11.35931696	9.919244875	10.67322037	11.81717418	10.11741246	10.91101906
25794	2.635545458	2.560225822	2.24899016	4.321314819	2.965322548	3.519453841	4.113558823	4.857229603
29999	3.399991351	3.331905816	3.019114755	2.54910233	1.070664101	3.077755714	3.029558897	2.891049716
83856	7.671550266	6.94777134	5.93206826	7.817772891	8.754300954	6.101473594	5.314051156	6.007879453
79187	2.396734918	2.092647217	3.286615052	1.207767938	2.500674601	1.319213275	4.871405058	2.638768944
123722	0	1.396543134	0	0	0	0.805457561	0	0
2488	0	0	0	0	0	0	0	0
2492	0	0	0	0	0	0	0.44625623	0.943058639
161835	3.322822289	3.318981991	1.808302667	1.855790416	2.305299344	1.319213275	2.979403473	2.131852846
11167	12.68059927	14.22818829	13.85682992	11.47095877	12.80078033	11.66189044	12.96714052	13.81054408
10272	8.095691334	9.223361487	10.48374001	8.698837646	9.174182928	9.680909946	11.09397842	10.54797174
23105	0	2.345282818	0	2.095721922	0.441908364	2.455754622	0.44625623	2.321293169
56884	0.559736524	0	0	0	0.441908364	0	1.822607794	0
10468	5.012778716	4.576346779	7.794679686	3.346006595	3.938935	2.640065583	2.979403473	5.220647251
10841	0	0.493852248	0.502941568	0	5.875438513	0.805457561	0.44625623	0.691623493
2495	15.12998607	14.31369142	15.70563946	16.30670147	14.02578764	15.74356693	15.11752221	15.2063343
53940	0	0	0	0	0	0	0	0
2498	4.991440214	2.656748048	2.939771953	3.036274735	2.965322548	3.471642703	4.051841902	3.949889727
100130017	0	0	0	0	0	0	0	0
2512	16.32668486	15.37828172	15.86213097	17.08001771	16.45704427	15.21242926	15.62845437	15.55520661
94033	0	0	0	0	0	0	0	0
79068	8.693008419	10.11313084	9.793870854	9.788606762	9.668077984	9.636201175	9.860462068	9.945005548
24140	9.744053596	9.271796583	9.927153498	9.326713504	9.568078671	9.000078895	10.07635025	9.872076596
29960	9.269624639	8.617785907	9.122452457	9.655532512	9.279448312	8.668818697	8.658370742	8.976725066
117246	9.493897869	9.827747745	10.3123482	9.978920199	9.578937393	9.345071425	9.381155513	9.191517497
55783	8.06537628	9.666097218	8.666685591	8.077644641	8.637105197	9.809685503	9.431247279	8.365211786
23070	10.06962793	9.621192171	9.658223267	10.15543707	9.550946633	9.752060124	10.04204263	9.676130746
8880	10.4068605	10.32810245	10.98339539	10.40577883	11.01003171	10.73738949	10.29647427	10.4294352
8939	10.64712371	10.3431404	10.19539066	9.979444345	10.57291069	10.47818373	10.41572836	10.89340029
2517	11.98302836	9.909005298	10.4423943	10.27081694	10.29237524	10.60063373	10.51947487	10.92728656
2519	11.65539217	9.908392621	11.22851726	11.15521878	10.63503542	11.03339086	10.71132893	10.81921863
197258	7.889090184	8.231661844	8.691638846	8.575481008	8.708064086	10.04942875	7.112372779	8.327037448
139341	8.508158043	7.323583539	7.637366801	7.757923983	8.372716649	7.272815446	8.685295444	8.34078745
388965	0.559736524	1.153481099	1.970632817	2.481350613	0.779721981	0.45817199	1.061707085	0.691623493
65991	9.490099156	10.17297848	9.434762692	10.48240514	9.639188381	9.046716136	10.10179385	10.42717821
5045	9.948204992	11.57689886	12.4967916	12.37399022	11.61575652	11.80139485	11.58447067	12.06067263
2521	12.30454726	11.46032007	11.87697416	12.39571842	11.76183567	12.33008703	11.64711395	11.81340548
84750	5.968581554	7.1602829	8.633739247	7.058376029	8.104302584	6.988472243	6.994297991	7.573166209
170384	6.022176921	8.056941665	9.272035557	8.155918187	8.098654835	7.579545242	8.374678712	8.346250877
2523	5.624948945	5.799447417	6.272799586	5.048284147	6.974198886	6.850405648	7.034739548	7.386914386
2524	11.27506317	10.2097766	12.11150986	10.12952516	10.93383602	9.226727191	11.16242123	11.06743355
2525	10.77867939	10.69925378	9.715167689	7.846791653	7.467488989	10.99453185	2.513970722	10.02851128
2526	9.938885173	9.817022809	10.90630686	11.20715779	11.74091715	10.62315841	9.343015336	10.80897712
2527	4.748767129	0.493852248	0.502941568	0	0.441908364	0	0	0.691623493
2528	8.904713189	8.974531607	5.187842951	8.812472554	8.485216285	9.055865362	1.292663973	8.977605352
2529	2.521075871	1.396543134	4.718750677	4.815462714	1.93659083	1.801572569	4.03821667	0
2530	10.01338619	10.56705197	11.23851025	10.38620902	10.57122258	9.254498855	11.01380224	9.754538141
