	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8
257358	1.534061602	1.94751655	1.808302667	0.726744042	1.283151339	0	0.786512725	0.943058639
25845	6.191550807	11.87918312	8.079209552	4.952976485	7.636832673	5.378705819	7.338561689	8.336607422
26102	0.559736524	1.153481099	1.170694234	0	0	0	0.786512725	1.157108404
282997	4.856318451	5.298925864	4.678432534	5.260330578	5.244795746	4.430332113	5.475538897	5.760276843
283050	4.418351888	3.48595486	2.859154573	3.346006595	3.208470439	4.271858898	3.165735108	4.551485256
283070	6.439553328	9.104304681	5.922178815	5.790639125	6.357615341	5.370645564	8.142739151	6.63082771
283174	4.015096091	5.968844168	4.177869967	4.005597604	3.640331712	5.034554688	6.073143276	5.839894101
283267	8.61143172	8.311678846	6.895148697	6.932540761	7.293830266	7.903910157	8.017167524	8.951854103
283314	4.709053476	7.048047596	5.338495728	4.848307453	5.079228756	7.415232194	6.725625289	6.351361544
283332	0.559736524	0	0.875072301	0	0	0.805457561	0	0
283392	0	0.880332889	1.341871921	0	3.939950565	0	0	1.666393032
283404	1.276198865	0.493852248	0	0	1.283151339	0	2.840302086	3.169235549
283663	5.228772524	6.786436925	2.482228746	2.641314809	6.253021096	4.78356666	2.840302086	5.00271152
283731	1.752791401	4.671848149	1.170694234	0	2.751635103	2.353916058	1.963326148	2.321293169
283761	0	0	0	0	0	0	0	0
283856	0	2.092647217	0.502941568	0	1.283151339	0.45817199	2.419377085	0
283867	0.961993677	1.396543134	1.970632817	0.726744042	1.811059948	0	0.44625623	1.656587895
283914	0	0	0	0	0	0	0	0
283922	4.902777867	6.403838619	6.225336635	5.378598321	6.118085581	6.271681517	4.680695674	5.323942854
283999	0	0	0	0	0	0	0	0
284009	1.942645867	1.396543134	0	0	0.441908364	1.520648536	0	0
284023	7.026852057	6.681346654	6.08170605	5.07655482	7.144676595	6.069706462	6.009633819	5.658548548
284100	0.961993677	0.861002514	0.502941568	0.726744042	0	0	0	1.913684096
284232	4.284395681	4.804198152	4.993778507	5.01944395	4.397234806	4.803015164	4.552862725	4.138028045
284233	4.015096091	6.807617675	1.170694234	0.726744042	1.053319904	0	3.165735108	1.508530069
284276	0	1.786178129	1.170694234	0.726744042	1.053319904	0.805457561	3.106264556	0.943058639
284379	0	0	0	0	0	0	0	0
284440	5.819136782	5.454738514	2.859154573	4.619154735	4.157520756	4.271858898	4.660164227	4.258827933
284441	4.991440214	5.583121891	7.235762476	7.854976815	6.273219338	6.257651841	6.315633248	5.367580744
284551	1.276198865	0.493852248	0	0	0.779721981	3.145758961	0	0.386810946
284578	4.65389122	1.396543134	0.502941568	0	4.801246623	2.353916058	0.786512725	4.033537532
284632	0	1.94751655	0	0	0	1.520648536	0	0
284661	0	0	0	0	0	0	0	0
284688	0.559736524	0	1.415866811	0	0.779721981	0	0	0.386810946
284749	5.282469459	4.392317423	5.236534712	2.641314809	2.196669988	1.996641829	0	4.745893442
284788	0	0	0	0	0	0	0	0
284798	1.534061602	0	0.502941568	0	0	0	1.292663973	0
284837	3.786418628	4.526118904	3.566023585	3.346006595	3.151420488	5.881270614	3.524953799	5.00271152
284900	7.402445063	6.799023824	5.620322479	6.563896377	6.67323557	6.573541159	6.431816821	6.522021213
285033	4.574319531	5.683811529	4.94772693	6.210589528	6.132455516	5.435391903	4.553311348	5.432715598
285045	0	0	0	0	0	0	0	0
285074	7.778199376	8.050292722	7.075484498	8.169107744	7.260493364	8.647458426	7.408557327	7.547308693
285194	0	0	0	0	0	0	0	0
285205	0	0.493852248	0	0.726744042	0	0	0	0
285359	5.432521857	5.619509852	4.477023175	5.01944395	4.469039382	5.050915205	4.083026104	5.356795271
285370	0	0	0	0	0	0	0	0
285375	0	0	0.502941568	0	0	0	0	0
285401	1.942645867	1.60445093	0	0	0	0	0	0.386810946
285419	3.57315636	5.141011725	2.682955269	3.14706243	4.0678624	4.967187056	3.431114785	3.438412628
285456	0.961993677	0.493852248	0.875072301	0	1.053319904	1.996641829	1.061707085	0.691623493
285501	0	0	0.875072301	0	0	0	0	0.386810946
285548	0.961993677	2.456753591	2.939771953	1.207767938	0	2.640065583	2.091564443	3.067053536
285593	0	2.092647217	0	1.207767938	2.196669988	2.125816387	0	1.508530069
285627	0	0.493852248	0	0	0	0	0	0
285629	5.033806201	4.739540309	0.502941568	2.785320372	2.196669988	0.805457561	0.786512725	5.244247749
285692	0	0	0	0	0	0	0	0
285696	1.534061602	0.861002514	1.625410777	0	1.053319904	0	0	0.386810946
285733	0	0.861002514	0	0	5.51736704	1.996641829	1.822607794	0
285735	0	0	0	0	0.779721981	0	0	0
285740	4.511246634	2.747236999	2.24899016	1.855790416	0.441908364	4.061853946	1.292663973	2.131852846
285768	2.110396654	1.049212535	0	0	2.406291756	3.200174747	0.786512725	2.026906266
285780	0	0.861002514	0	0	0	0.805457561	0	0
285796	0	0	0	0.726744042	0	0.45817199	0	0
285830	6.022596407	4.496161917	5.964516464	5.581435613	4.37920506	3.683752589	4.82861635	5.159023631
285847	0	1.153481099	0	0.726744042	0	0	0	0
285954	2.396734918	1.396543134	1.970632817	1.567837462	0.779721981	0.45817199	2.318172203	3.396885587
286002	0.559736524	7.675395366	0	0	1.053319904	0.805457561	1.666620268	0
286094	0	0	0	0	0	0	0	0
286135	0	0	0	0	0	0	0	0
286238	0	0	0	0	0	0	0	0
286359	0	0	0	0	0	0.805457561	0	0
286367	4.902777867	5.037237242	2.773743199	1.855790416	4.269003215	4.093796775	4.760029284	4.729264529
286467	0.559736524	2.456753591	2.482228746	5.466692369	1.65558081	2.950281766	1.292663973	4.304445331
29034	0	0	0	0	2.751635103	0	0	0
338588	0	0	0.502941568	0	0	0	0	0.691623493
338651	6.026797847	5.738989357	4.58124277	5.377234828	6.761003303	6.837872619	5.007675423	6.343295885
338758	5.299933306	4.866082073	4.242869224	3.249961039	4.992061409	4.12503938	4.552862725	5.613950021
338799	7.48946105	7.473581563	4.038357161	6.869298951	6.568439554	8.326429487	6.241548489	8.114570046
339047	9.730432774	9.396735774	5.344136093	5.756094586	7.922299552	9.70048827	9.132751617	10.49761286
339240	0	0	0	0	0	1.085084679	0	0.386810946
339290	8.006468027	8.769871556	8.873255535	8.845709888	9.247476601	7.382735547	8.091898667	9.061374703
339524	3.019737492	6.471758116	6.484750405	2.301382787	5.146027898	3.883327556	5.762354131	3.978314629
339535	1.942645867	1.153481099	1.415866811	0	0.779721981	1.854713823	0	0
339568	0	0	0	0	0	0	0	0
339674	2.635545458	0	1.625410777	4.005597604	2.305299344	1.697329024	0	2.321293169
339788	0	0.493852248	0	0	0.779721981	0	0	0
340017	0.559736524	1.153481099	0	0	0	0	0	0
340074	0	0.493852248	0	0	0	0	0	0
340094	0	0	0	0	0	0	0	0
340357	0	0	0	0	0	0	0	0
340508	0	0.493852248	0	0	0	0.805457561	0	0.386810946
341056	0.961993677	1.153481099	0.502941568	0.726744042	1.65558081	0.805457561	2.091564443	0
342346	0	0	0.502941568	0	0.779721981	0.45817199	0	0.386810946
344595	5.946574139	6.838818178	5.387903588	4.412862802	5.271814088	4.703028696	6.001493768	6.543155585
344967	2.840382662	2.656748048	2.370331702	3.520811944	2.826436626	1.319213275	2.686343643	0.691623493
347376	0	0.493852248	0.502941568	0	0.441908364	0.45817199	1.061707085	0
348021	0	0	0	0	0	0	0	0
348840	2.521075871	0.861002514	0	0.726744042	0.779721981	0	0	0
348926	4.65389122	5.298925864	6.008827479	6.314433699	6.785537474	5.63221295	5.117192172	5.440909023
349114	6.848452686	5.678187429	4.935982983	5.720699828	7.280587986	8.784634846	7.643748705	8.01860302
349196	4.015096091	3.63559189	3.664209749	0	2.751635103	0.45817199	1.061707085	3.264641514
360030	0	0	0	0	0	0	0	0
374443	5.692625265	6.202674343	5.999452123	6.439441958	4.763671831	5.42186959	7.054543543	6.231008001
374491	0.559736524	1.60445093	0	0	0	0.805457561	0	0.386810946
375190	6.152862819	5.468104294	3.615957677	1.207767938	4.0678624	5.001261806	4.720907728	4.810566494
387646	6.439553328	5.468104294	5.137450241	0	4.992061409	1.996641829	3.849068511	5.312824883
387647	8.433693509	8.260309875	8.99957671	8.137415402	7.38147287	7.936593774	8.031247959	8.397620731
388152	7.552745937	7.883266452	7.797386577	9.533355237	8.642291099	8.379216326	6.792105706	9.66141346
388242	5.012778716	4.009167989	5.458017741	0	5.775140114	5.114571087	3.954010144	6.599143696
388387	0	0	0.875072301	0	0	0	0	0
388428	0	0	0	0	0	0	0	0
388588	1.942645867	1.60445093	3.615957677	0.726744042	5.550842192	4.214909679	1.963326148	4.235459018
388692	8.306930691	9.500374446	7.958449476	8.105354365	7.332843068	9.194871822	8.810534362	9.063034767
388789	9.599043245	8.907442621	8.472008418	8.956356699	8.862687254	9.844126373	9.317836315	9.058881156
388796	9.596395521	8.830628336	7.394377802	8.424173009	8.775695869	8.724705177	8.61635108	8.653310503
388946	0	0	0	0	0	0	0	0
388955	9.272944881	9.328766467	9.260309405	9.58839196	10.06024563	9.265801143	9.566355488	9.020097945
389033	0	0	0	0	0.441908364	0	0	0.943058639
389332	7.956714174	6.382822856	4.974767906	1.567837462	7.484913098	8.326429487	0	7.157547029
389333	4.540926193	5.222128332	6.541788943	5.997030404	5.969212668	6.385720928	5.703363759	6.31141774
389458	4.856318451	1.786178129	4.669950838	2.301382787	0.779721981	2.338024998	1.292663973	3.972959114
389493	0.559736524	0	0	0	3.464119311	0	0	0
389634	3.514526284	2.224503394	3.016139703	3.436055206	3.263364986	3.145758961	1.822607794	2.898808141
389705	2.932835996	6.35431639	0	0	1.283151339	2.244369544	0	2.229680203
389791	4.136716384	4.76141294	0.502941568	3.249961039	0.441908364	4.155619721	0	5.043641973
390595	1.942645867	3.318981991	2.11653111	2.301382787	2.589260133	1.697329024	2.602718163	3.438412628
390858	0	0	0	0	0.441908364	0	0	0
391322	0.961993677	3.63559189	0	1.855790416	2.897550233	3.262748844	1.061707085	1.157108404
392196	0.559736524	0	0	0	0	0	0	0
399744	8.152071845	6.79706617	5.912223508	6.110768297	6.312784958	8.316313214	7.393085797	7.826752484
399815	6.486069134	3.258729962	3.664209749	2.301382787	4.665210831	1.697329024	3.277806259	4.006190289
399959	7.324337186	9.271796583	6.79575656	5.01944395	6.344947415	6.793200111	9.906955365	8.577525508
400027	7.931725009	7.627422258	6.225336635	7.036952732	7.416945272	7.726838708	6.77310755	7.992708959
400043	7.382870398	5.861531126	9.004399984	10.68995396	10.54168297	6.442633366	9.42821443	9.061374703
400657	6.818472254	7.286345211	6.272799586	5.401132099	6.858649952	6.882756749	6.275696187	5.929973216
400696	0	0	3.514299035	2.641314809	0.779721981	0	8.948169212	1.508530069
400752	4.352927978	1.94751655	2.482228746	3.036274735	3.510240391	3.853786112	2.091564443	3.396885587
400759	3.735987837	4.080521232	6.370570592	4.730112773	3.720978845	2.353916058	8.321730162	4.033537532
400794	3.786418628	0.493852248	0	0	0	0.45817199	0	0.386810946
400804	0	0	0.875072301	0	0.441908364	0	0	0
400891	0	1.94751655	0.502941568	0	0	1.520648536	0	0.386810946
400927	4.798268303	5.090231007	3.088650454	6.185624755	4.112491636	5.664471463	4.590895391	4.757754013
400931	7.073293262	5.655002563	5.892101972	4.063252692	4.95919055	6.442633366	4.639330578	6.533610067
400940	0	0	0.502941568	0.726744042	0.441908364	0	0	0
401010	4.248868755	3.727365046	4.606157925	4.367818344	4.744510961	4.763847079	4.257199243	4.138028045
401052	6.553145435	5.090057358	4.001270815	4.540145091	4.744510961	3.89062179	4.336990278	4.872459422
401093	6.941187319	7.637600828	5.441221184	5.316652624	6.400848704	6.337450641	8.171244364	7.0844385
401127	1.752791401	2.345282818	2.370331702	3.346006595	3.367231263	1.319213275	2.602718163	1.157108404
401387	0	0.493852248	0.502941568	0	1.283151339	0.805457561	0	3.982528188
401397	10.21652422	9.084916785	8.706118157	8.060051708	9.188433813	8.950794407	9.673972051	9.342666518
401431	2.932835996	3.322519479	3.0900743	3.151323063	2.305299344	4.767617724	2.842476063	2.325731791
401463	0.961993677	3.48595486	1.808302667	0	1.811059948	1.085084679	1.963326148	1.343464676
401588	5.946574139	5.141011725	4.935982983	4.223553838	5.131350771	4.78356666	5.521798281	5.667304598
402377	3.683730136	4.551454494	4.724677554	4.498952893	4.559528523	3.815995471	4.59674436	3.949889727
402644	0	0	0	0	0	0	0	0
407835	6.567636708	6.966725769	7.713873804	7.591556006	7.026697164	7.046742052	7.006550496	6.799632618
415056	1.276198865	0	0	0	0	0	0	0
440040	0	0	0	0	0	0	0	0
440173	7.337081292	6.103394826	3.842556518	0	3.030071177	5.908462277	4.700944573	5.768438428
440354	8.227066195	7.341157632	6.585737741	7.114542978	6.974980084	7.874679564	6.729128546	6.358192278
440356	4.015096091	0	0.875072301	0	3.030071177	2.550851425	0	2.026906266
440461	1.942645867	3.813647816	0.502941568	0.726744042	1.951363988	0	1.491750501	1.656587895
440563	1.276198865	0	0.502941568	0	0.779721981	0	0.44625623	0
440896	0.961993677	0.861002514	0	0.726744042	0	0	0	0.386810946
440905	0	0.493852248	3.346999425	0	4.157520756	2.878744957	1.061707085	5.816466592
440925	2.932835996	6.170333707	1.808302667	4.223553838	2.406291756	5.943937731	4.530414141	3.35414181
440944	10.60603223	8.171661702	5.402200306	6.42851595	7.250341059	7.806090077	7.299926897	7.392205781
440957	7.90058307	8.142784582	6.318748862	8.255116876	7.081175559	6.70806857	7.537991773	6.674916789
441046	4.212444829	2.224503394	2.11653111	1.855790416	0.779721981	0.45817199	1.061707085	3.76644675
441089	6.209404625	6.770344103	7.075484498	7.281247569	7.010746277	6.612092955	7.200333674	7.38426053
441177	0	0	0	0	0	0	0	0
441204	2.396734918	5.723468458	3.566023585	2.785320372	5.901624778	3.696283214	3.524953799	3.861081942
441208	6.560409266	7.345473554	8.435977309	9.543519276	7.173619178	7.279773064	7.423863858	7.822839111
441294	6.678608589	6.692775889	7.145151632	6.970704133	7.843442481	6.723461632	5.544383375	6.811531398
441454	2.260658014	2.345282818	1.170694234	1.567837462	1.481350613	2.550851425	3.735879557	1.157108404
441455	4.015096091	1.786178129	0	0	1.283151339	1.854713823	0	4.060384665
441601	0	0	0.502941568	0	0	0	0	0
441666	8.229300951	4.305642267	3.088650454	1.207767938	1.65558081	2.455754622	3.222866372	2.708297614
441869	5.757265987	5.94035941	6.142589067	4.45654991	5.055633846	5.357552005	6.948463019	5.500923122
442308	0	0	0.875072301	0	0	0	0.44625623	0.691623493
442421	2.521075871	3.258729962	1.625410777	2.301382787	2.305299344	1.520648536	0.786512725	0.691623493
442454	3.683730136	3.53756942	0.875072301	1.855790416	1.283151339	2.640065583	4.113558823	3.013122762
442459	0	0	0	0	0	0	0	0.386810946
493754	9.095554207	8.625261721	8.84736277	9.262016364	8.773334081	8.625777141	8.870975886	8.590244205
494141	1.534061602	1.153481099	0.875072301	0	0	0.805457561	1.061707085	0.386810946
541471	7.836206928	8.364447242	9.075268947	8.965835355	8.250697295	7.716619202	9.34140407	8.125732197
541473	3.092883966	1.434027675	0	2.055369212	2.356679086	0	3.059978188	1.858498283
550112	7.078362192	7.341847909	7.227756476	6.564495543	7.263862591	6.936582586	7.565856844	7.16374929
550643	10.21652422	8.486034531	8.557536457	7.22552077	9.235516699	8.655505679	9.659173554	9.864481619
554202	0.961993677	5.723468458	5.085237678	4.833138035	1.951363988	1.996641829	6.663895346	5.776556734
55908	0.559736524	1.153481099	0.502941568	1.855790416	0.441908364	0.805457561	0	1.656587895
572558	0	2.912764816	0	0	1.481350613	0.805457561	3.524953799	0.386810946
595101	7.805967593	6.255423309	4.678432534	4.897951915	7.701607967	7.02582724	5.507042975	7.822839111
606724	5.463848024	5.507471187	6.027395159	6.395227356	5.008217945	5.542490224	6.335193813	4.66075752
613037	7.01822689	5.327216687	5.563566958	6.139731422	6.818072111	8.550099543	6.791870059	4.056652887
619207	3.882281108	4.694768783	1.970632817	3.346006595	4.157520756	5.926310229	2.091564443	5.420334177
641298	7.914737316	7.801691548	6.662226866	6.306575772	6.634829923	7.505733761	7.216948549	7.661038393
641367	3.389594344	2.656748048	2.859154573	1.207767938	1.811059948	1.996641829	1.491750501	3.169235549
642587	0	0	0	2.301382787	2.079224489	0	2.686343643	0
642597	0	0.493852248	0	1.207767938	0	0	1.963326148	0
642826	9.091234903	5.606152002	5.081510068	6.130591154	6.429927231	5.619653635	6.024007115	7.28605221
642846	7.634173583	6.715366262	4.875775149	6.110768297	6.642769431	7.179164666	6.643118784	6.533610067
642852	6.70506833	7.761008624	7.43666824	7.363869297	7.847938672	7.455979779	6.838534575	7.461808467
642929	0	0	0	0	0	0	0	0
643008	5.26479162	3.934110716	3.799999066	3.817377671	3.9722607	4.949838381	5.800382248	7.552044243
643387	0.559736524	1.153481099	0	0	0.441908364	0.805457561	0.786512725	0.386810946
643486	0	0	0	0	0	0	0	0
643677	4.284395681	2.747236999	1.625410777	0	2.079224489	0.45817199	1.666620268	2.838044126
643719	3.882281108	2.345282818	2.11653111	3.036274735	2.751635103	3.853786112	1.061707085	1.157108404
643763	1.752791401	3.318981991	0.502941568	0	2.079224489	0	2.979403473	0.691623493
643837	7.36638779	6.451715555	6.448420303	5.967136322	6.627161763	5.987091163	6.694509724	6.454875023
643923	0	0	0	0	0	0	0	0
643955	0	0	0	0	0	0	0	0
644145	0	0	0	0	0	0	0	0
644165	3.164802365	3.893876674	2.773743199	1.207767938	2.589260133	2.455754622	1.822607794	2.321293169
644172	2.260658014	2.224503394	4.477023175	1.207767938	7.166437282	2.950281766	1.963326148	7.676540342
644538	6.439553328	6.833664306	5.402200306	4.27326224	5.746533131	5.114571087	6.948463019	6.819408894
644669	0	0	0	0	0	0	0	0
644936	0	1.396543134	0	0	0.441908364	0	0.786512725	0
645166	6.560409266	6.899263862	6.723579039	4.897951915	6.747543155	6.061655248	6.255304332	6.566748192
645323	1.276198865	1.60445093	0	0	0.779721981	0	2.20929739	0
645332	5.638739988	6.658211483	5.673751446	6.417504876	6.495811865	5.978564037	5.340102898	7.061171348
645431	6.080736532	5.049382456	5.742906267	4.408868077	5.59398414	4.546820394	6.896785275	4.596559516
645676	5.847440761	4.667222269	3.78304799	4.886818372	4.74643639	5.969210365	3.186563944	5.726991931
645752	0.559736524	0	0	0.726744042	0	0	0	0
646214	5.15391475	6.424552636	6.377824792	6.963151562	5.63649412	6.069706462	6.255304332	7.302306255
646471	4.418351888	5.655469186	4.892687307	4.761104393	5.015591232	5.796478355	3.278341659	5.079378111
646498	0	0	0	0	0	0	0	0
646627	0.559736524	7.968020459	0	0	0	2.455754622	0	0
646762	8.289551393	7.890729391	7.06203858	8.470056049	7.951232252	8.656842416	7.282197915	8.81571663
646813	0	0	0	0	0	0	0	0
646851	5.054531605	5.400008434	2.24899016	3.748751031	4.725086725	4.527076593	4.229595613	5.399465073
646982	1.276198865	1.396543134	0.502941568	3.436055206	1.283151339	1.697329024	1.822607794	1.157108404
646999	3.514526284	3.432411614	2.24899016	0	3.208470439	3.262748844	2.911519023	2.838044126
647121	8.67805993	7.135368642	5.550786796	4.45654991	4.908443062	3.370973302	6.482812796	7.21541457
647288	1.276198865	0	0.875072301	0	1.65558081	0.805457561	3.277806259	0.386810946
647309	0	0	0	0	0.779721981	0	0	0
647859	1.942645867	0.493852248	0	2.301382787	3.510240391	0	0	0
647946	5.351091176	4.275550936	4.27429894	4.929293921	0	4.550278892	2.318172203	0.691623493
647979	13.15699178	13.021196	11.88144648	11.41842389	12.21613628	13.46079438	12.62842663	12.78236339
648691	0	0	0	0	0	0	0	0.386810946
648740	1.778923438	2.912764816	0	2.095721922	1.481350613	2.281460872	0	0.691623493
649330	2.260658014	1.94751655	0	0.726744042	0.501617481	1.520648536	2.318172203	0.691623493
650293	0	0	0	0	0	0	0	0
650368	4.097298966	5.055061133	3.346999425	1.855790416	4.295576103	3.317882883	3.919873962	5.057029966
650623	3.683730136	5.799447417	5.990015442	5.332446578	6.723278678	6.595457412	5.352952688	5.356795271
651250	10.89564973	10.45308159	9.64625916	9.523119083	10.21878238	7.279773064	9.759710789	10.35787515
652276	5.705787188	5.545792345	5.649983271	6.461052101	5.160557211	6.117096566	6.500247554	6.107758998
653113	2.932835996	4.624890475	5.049343245	2.095721922	6.23253605	4.18557322	3.33074482	4.326731478
653501	6.538505572	6.818092569	5.613578799	4.321314819	6.953487587	4.430332113	6.057526087	3.830214753
653544	0.961993677	0	0	0	0	0	0	0.386810946
653545	0	0	0	0	0	0	0	0
653566	11.0835258	10.54777986	10.88023354	11.04013942	11.39927792	10.64374663	11.06571427	11.09588823
653653	4.783697607	6.257580189	5.902196613	6.266147491	5.298339392	5.190377815	6.551319133	5.84761865
653786	2.521075871	2.456753591	1.970632817	3.436055206	3.263364986	3.777188234	1.822607794	4.163015606
654342	8.258624918	8.917219895	7.578774967	5.889575754	7.913747514	7.76453061	8.082284254	8.363865356
654433	7.419762189	6.281017538	5.225641265	3.817377671	6.957653469	8.771255054	7.91471101	8.63445496
678655	7.491172465	7.496425598	5.682915953	7.825749382	5.859229132	7.843413586	6.606345986	7.951757375
723809	6.447410586	2.656748048	5.62581695	4.619154735	9.371319918	5.952673697	0	5.95164141
723972	1.276198865	1.60445093	3.016139703	4.657096892	1.053319904	0.45817199	1.491750501	1.157108404
727677	0	0	0	0	0	0	0	0
727896	5.351091176	4.474079057	4.896126506	4.694066707	4.623861011	4.061853946	5.086741313	5.800635921
727924	0	0	0	0	0	0	0	0
728024	4.418351888	4.181333173	4.335190239	4.619154735	4.321668386	3.737297376	4.484434633	4.163015606
728190	7.231827897	7.863174665	6.280559221	8.185427031	7.81387288	7.522021998	8.011099756	8.353051084
728264	8.023940048	8.43590399	6.52228492	6.909149049	7.022726223	7.208633331	9.479658014	8.811772845
728276	0.559736524	0	0	0	0	0	0	0
728323	4.056782926	3.376818238	4.305065818	3.249961039	4.623861011	4.859840376	4.113558823	4.326731478
728392	5.448269964	7.563488405	5.941890375	5.131494827	5.875438513	5.234022233	5.837433669	6.552639898
728410	0.559736524	0	0	0	0	0.45817199	0	0
728554	9.173417803	7.359883942	8.924925599	7.792427216	7.555331495	8.229133164	7.903834859	7.609968402
728606	6.043068854	0.493852248	0	0	0.441908364	0	2.840302086	2.838044126
728613	6.718117731	7.847920512	6.61113401	3.520811944	6.197735675	7.152877012	6.156139721	7.173001472
728640	6.589104298	5.313808161	3.883904245	5.07655482	4.321668386	5.160533009	5.917474721	6.31141774
728643	4.175077432	2.224503394	4.109795141	3.14706243	4.269003215	2.455754622	7.306548431	5.80857297
728723	3.252809222	3.682202464	3.664209749	5.889575754	3.759667186	2.640065583	2.513970722	3.629764597
728743	7.411270307	8.281717257	7.048467256	7.015206509	7.173619178	8.155385458	7.348862681	6.670568446
728758	7.926112718	7.176656876	5.86138224	6.742685347	7.26722303	5.63221295	6.573450271	6.371595452
728819	4.808312966	0.493852248	3.016139703	2.785320372	1.053319904	0.805457561	2.513970722	3.665165342
728855	7.598310115	7.999815706	7.09634409	8.093573908	6.655034057	8.026872524	8.230663199	8.362518106
728875	6.533273659	5.715983948	6.195188121	6.988818726	4.775424603	3.565731204	5.790967476	3.978314629
728989	1.942645867	2.912764816	1.808302667	2.785320372	2.305299344	2.244369544	0	2.838044126
729020	5.054531605	4.420091594	5.373460294	6.417504876	4.837872619	5.234022233	4.460880144	5.096468492
729082	8.850426277	9.102634513	9.160738711	9.376517002	9.212315444	8.871637614	8.957623872	9.133303559
729121	0	0	0	0	0	0	0	0
729156	4.827463387	4.809455605	1.719752957	0	1.707171362	1.32998465	4.875150958	4.335547569
729176	4.758654959	3.63559189	4.27429894	3.945542159	3.759667186	4.271858898	4.336990278	4.391575274
729234	4.7331645	5.019194836	4.305065818	4.694066707	4.873586837	4.703028696	3.954010144	4.532435413
729375	4.879735169	4.739540309	2.939771953	4.897951915	5.07109762	3.145758961	3.655168618	5.334975799
729467	2.840382662	1.60445093	0	0	0	0	1.061707085	0
729603	5.968581554	4.474079057	4.210731729	4.367818344	3.416488481	5.881270614	2.911519023	4.974763318
729609	2.741596419	1.153481099	0.875072301	1.207767938	0	0	0.786512725	1.343464676
729668	0	0	0	0	0	0.45817199	0	0
729678	8.401616815	7.984203107	7.921898644	9.000466828	6.449881571	8.246552027	7.904576822	7.284032859
729799	4.319068727	4.363998041	1.970632817	3.346006595	3.151420488	3.737297376	4.700944573	4.712441709
4207	5.404058397	4.044219237	5.514655675	5.730343779	4.432384887	4.976125306	5.59664896	5.265740676
729991	7.764301033	7.472620175	7.727565181	8.35545065	7.351263475	7.278314707	7.473284446	7.531352606
730101	8.563432729	6.85416899	6.864495703	7.079486917	6.785537474	7.867423311	5.352952688	6.929057157
730668	1.534061602	1.153481099	0.875072301	2.095721922	0.441908364	1.996641829	0	2.488746356
730811	0	0	0	0	0	0	0	0
731779	0	1.153481099	0	0	1.481350613	0	2.840302086	0
731789	1.942645867	0	0.502941568	1.207767938	0	0	0	7.22137348
732275	0	0	0	0	0	0	0	0
80054	7.53072547	6.339850003	4.038357161	5.158199667	6.253021096	7.36730204	4.310878122	6.499691247
80154	7.746705772	7.550982214	8.280185223	9.394260532	8.954144244	8.719596568	7.283238404	9.535546391
81691	7.756226717	6.536623336	5.787053666	6.026315392	7.155598472	6.896402645	5.161694235	5.878112237
84740	3.6885049	4.45514307	11.63735231	2.665347288	3.108892402	8.616339316	2.092782507	9.762099452
84856	5.553944099	3.195867253	5.067402091	3.036274735	2.196669988	2.803495708	2.840302086	5.109377277
84931	2.396734918	0	0	0	0	3.654068863	0	0
84989	4.552334031	2.32311062	3.590206772	2.975098202	4.112191347	3.847064865	2.706508451	4.893061213
90110	7.877505008	7.774518258	6.134048398	7.113998391	6.970080575	6.584260519	7.595898951	7.912115701
90246	2.110396654	4.363998041	3.460663941	0	3.030071177	4.379419958	0.786512725	2.407461527
90586	0.961993677	1.60445093	2.24899016	0	1.481350613	1.319213275	0	1.913684096
90784	7.353900183	8.824146976	8.472008418	8.139259714	8.773334081	6.958430915	8.225431598	8.055759639
90834	3.835145941	4.148503021	1.970632817	4.063252692	4.397234806	5.276384998	2.602718163	4.163015606
91149	1.752791401	0	0	0	0.779721981	0	0	0
91316	7.699717496	7.631228723	5.736940347	7.414533877	7.638131051	7.622215853	5.603009081	8.074610865
91450	1.752791401	2.345282818	1.170694234	2.095721922	2.826436626	1.520648536	1.666620268	2.026906266
91948	0	0	0	0	0	0	0	0
92249	9.921657242	8.536068835	8.943376053	6.097031327	7.988949346	8.723429549	8.95871713	10.79669825
92659	6.574828124	5.283892148	6.768421225	7.113998391	5.615554604	6.14784598	5.055633846	6.950739011
92973	6.152862819	5.871621906	1.625410777	1.567837462	3.208470439	4.703028696	2.765365008	4.211713117
93432	5.731756186	2.560225822	2.11653111	7.591556006	8.80142157	7.698558827	0	3.013122762
93622	8.197040708	7.793221575	7.19937985	7.206456663	8.137735074	7.621230641	6.792105706	7.983973476
96610	10.65409617	16.09578393	15.53119212	14.03757645	14.80661368	12.37763777	14.86583161	13.01262237
118426	6.143219929	6.491526048	6.864495703	7.187136271	7.12628838	7.001158199	7.134870869	7.559119314
503693	3.252809222	4.114908351	2.773743199	1.567837462	3.720978845	3.145758961	3.569673362	3.593473293
29931	7.249911752	6.03319832	5.444266189	4.118691953	5.131350771	4.743859605	4.740603808	6.236903938
9361	9.981731948	10.32672755	11.20882455	11.39651193	10.52142102	10.25847794	10.40226768	9.915448149
83752	10.04653526	10.08684028	10.34537054	10.05421561	10.18141952	10.48685382	10.14538374	9.586641286
91694	7.515856713	8.444380914	7.802785815	7.269049047	7.246941018	8.679381571	8.273539667	8.453920421
164832	1.752791401	6.111934801	3.088650454	1.567837462	3.030071177	3.92653084	5.533136581	4.551485256
